Date,Value
16-04-2021,0.0
17-04-2021,0.0
18-04-2021,0.0
19-04-2021,0.0
20-04-2021,0.0
21-04-2021,0.0
22-04-2021,0.0
23-04-2021,0.0
24-04-2021,0.0
25-04-2021,0.0
26-04-2021,0.0
27-04-2021,0.0
28-04-2021,0.0
29-04-2021,0.0
30-04-2021,0.0
01-05-2021,0.0
02-05-2021,0.0
03-05-2021,0.0
04-05-2021,0.0
05-05-2021,0.0
06-05-2021,0.0
07-05-2021,0.0
08-05-2021,0.0
09-05-2021,0.0
10-05-2021,0.0
11-05-2021,0.0
12-05-2021,0.0
13-05-2021,0.0
14-05-2021,0.0
15-05-2021,0.0
16-05-2021,0.0
17-05-2021,0.0
18-05-2021,0.0
19-05-2021,0.0
20-05-2021,0.0
21-05-2021,0.0
22-05-2021,0.0
23-05-2021,0.0
24-05-2021,0.0
25-05-2021,0.0
26-05-2021,0.0
27-05-2021,0.0
28-05-2021,0.0
29-05-2021,0.0
30-05-2021,0.0
31-05-2021,0.0
01-06-2021,0.0
02-06-2021,0.0
03-06-2021,0.0
04-06-2021,0.0
05-06-2021,0.0
06-06-2021,0.0
07-06-2021,0.0
08-06-2021,0.0
09-06-2021,0.0
10-06-2021,0.0
11-06-2021,0.0
12-06-2021,0.0
13-06-2021,0.0
14-06-2021,0.0
15-06-2021,0.0
16-06-2021,0.0
17-06-2021,0.0
18-06-2021,0.0
19-06-2021,0.0
20-06-2021,0.0
21-06-2021,0.0
22-06-2021,0.0
23-06-2021,0.0
24-06-2021,0.0
25-06-2021,0.0
26-06-2021,0.0
27-06-2021,0.0
28-06-2021,0.0
29-06-2021,0.0
30-06-2021,0.0
01-07-2021,0.0
02-07-2021,0.0
03-07-2021,0.0
04-07-2021,0.0
05-07-2021,0.0
06-07-2021,0.0
07-07-2021,0.0
08-07-2021,0.0
09-07-2021,0.0
10-07-2021,0.0
11-07-2021,0.0
12-07-2021,0.0
13-07-2021,0.0
14-07-2021,0.0
15-07-2021,0.0
16-07-2021,0.0
17-07-2021,0.0
18-07-2021,0.0
19-07-2021,0.0
20-07-2021,0.0
21-07-2021,0.0
22-07-2021,0.0
23-07-2021,0.0
24-07-2021,0.0
25-07-2021,0.0
26-07-2021,0.0
27-07-2021,0.0
28-07-2021,0.0
29-07-2021,0.0
30-07-2021,0.0
31-07-2021,0.0
01-08-2021,0.0
02-08-2021,0.0
03-08-2021,0.0
04-08-2021,0.0
05-08-2021,0.0
06-08-2021,0.0
07-08-2021,0.0
08-08-2021,0.0
09-08-2021,0.0
10-08-2021,0.0
11-08-2021,0.0
12-08-2021,0.0
13-08-2021,0.0
14-08-2021,0.0
15-08-2021,0.0
16-08-2021,0.0
17-08-2021,0.0
18-08-2021,0.0
19-08-2021,0.0
20-08-2021,0.0
21-08-2021,0.0
22-08-2021,0.0
23-08-2021,0.0
24-08-2021,0.0
25-08-2021,0.0
26-08-2021,0.0
27-08-2021,0.0
28-08-2021,0.0
29-08-2021,0.0
30-08-2021,0.0
31-08-2021,0.0
01-09-2021,0.0
02-09-2021,0.0
03-09-2021,0.0
04-09-2021,0.0
05-09-2021,0.0
06-09-2021,0.0
07-09-2021,0.0
08-09-2021,0.0
09-09-2021,0.0
10-09-2021,0.0
11-09-2021,0.0
12-09-2021,0.0
13-09-2021,0.0
14-09-2021,0.0
15-09-2021,0.0
16-09-2021,0.0
17-09-2021,0.0
18-09-2021,0.0
19-09-2021,0.0
20-09-2021,0.0
21-09-2021,0.0
22-09-2021,0.0
23-09-2021,0.0
24-09-2021,0.0
25-09-2021,0.0
26-09-2021,0.0
27-09-2021,0.0
28-09-2021,0.0
29-09-2021,0.0
30-09-2021,0.0
01-10-2021,0.0
02-10-2021,0.0
03-10-2021,0.0
04-10-2021,0.0
05-10-2021,0.0
06-10-2021,0.0
07-10-2021,0.0
08-10-2021,0.0
09-10-2021,0.0
10-10-2021,0.0
11-10-2021,0.0
12-10-2021,0.0
13-10-2021,0.0
14-10-2021,0.0
15-10-2021,0.0
16-10-2021,0.0
17-10-2021,0.0
18-10-2021,0.0
19-10-2021,0.0
20-10-2021,0.0
21-10-2021,0.0
22-10-2021,0.0
23-10-2021,0.0
24-10-2021,0.0
25-10-2021,0.0
26-10-2021,0.0
27-10-2021,0.0
28-10-2021,0.0
29-10-2021,0.0
30-10-2021,0.0
31-10-2021,0.0
01-11-2021,0.0
02-11-2021,0.0
03-11-2021,0.0
04-11-2021,0.0
05-11-2021,0.0
06-11-2021,0.0
07-11-2021,0.0
08-11-2021,0.0
09-11-2021,0.0
10-11-2021,0.0
11-11-2021,0.0
12-11-2021,0.0
13-11-2021,0.0
14-11-2021,0.0
15-11-2021,0.0
16-11-2021,0.0
17-11-2021,0.0
18-11-2021,0.0
19-11-2021,0.0
20-11-2021,0.0
21-11-2021,0.0
22-11-2021,0.0
23-11-2021,0.0
24-11-2021,0.0
25-11-2021,0.0
26-11-2021,0.0
27-11-2021,0.0
28-11-2021,0.0
29-11-2021,0.0
30-11-2021,0.0
01-12-2021,0.0
02-12-2021,0.0
03-12-2021,0.0
04-12-2021,0.0
05-12-2021,0.0
06-12-2021,0.0
07-12-2021,0.0
08-12-2021,0.0
09-12-2021,0.0
10-12-2021,0.0
11-12-2021,0.0
12-12-2021,0.0
13-12-2021,0.0
14-12-2021,0.0
15-12-2021,0.0
16-12-2021,0.0
17-12-2021,0.0
18-12-2021,0.0
19-12-2021,0.0
20-12-2021,0.0
21-12-2021,0.0
22-12-2021,0.0
23-12-2021,0.0
24-12-2021,0.0
25-12-2021,0.0
26-12-2021,0.0
27-12-2021,0.0
28-12-2021,0.0
29-12-2021,0.0
30-12-2021,0.0
31-12-2021,14.545454545454545
01-01-2022,18.181818181818183
02-01-2022,18.181818181818183
03-01-2022,17.272727272727273
04-01-2022,18.181818181818183
05-01-2022,13.636363636363635
06-01-2022,13.636363636363635
07-01-2022,13.513513513513514
08-01-2022,13.513513513513514
09-01-2022,14.414414414414415
10-01-2022,14.414414414414415
11-01-2022,13.513513513513514
12-01-2022,14.414414414414415
13-01-2022,13.513513513513514
14-01-2022,14.414414414414415
15-01-2022,14.414414414414415
16-01-2022,14.414414414414415
17-01-2022,15.315315315315313
18-01-2022,13.513513513513514
19-01-2022,11.711711711711711
20-01-2022,11.711711711711711
21-01-2022,7.207207207207207
22-01-2022,4.504504504504505
23-01-2022,7.207207207207207
24-01-2022,7.207207207207207
25-01-2022,7.207207207207207
26-01-2022,6.306306306306306
27-01-2022,5.405405405405405
28-01-2022,6.306306306306306
29-01-2022,7.207207207207207
30-01-2022,8.108108108108109
31-01-2022,8.108108108108109
01-02-2022,8.108108108108109
02-02-2022,7.207207207207207
03-02-2022,8.108108108108109
04-02-2022,9.90990990990991
05-02-2022,10.81081081081081
06-02-2022,12.612612612612612
07-02-2022,12.612612612612612
08-02-2022,10.81081081081081
09-02-2022,12.612612612612612
10-02-2022,9.821428571428571
11-02-2022,7.964601769911504
12-02-2022,7.964601769911504
13-02-2022,7.079646017699115
14-02-2022,7.964601769911504
15-02-2022,11.504424778761061
16-02-2022,11.504424778761061
17-02-2022,7.079646017699115
18-02-2022,7.079646017699115
19-02-2022,6.1946902654867255
20-02-2022,5.3097345132743365
21-02-2022,3.5398230088495577
22-02-2022,4.385964912280701
23-02-2022,4.385964912280701
24-02-2022,4.385964912280701
25-02-2022,4.385964912280701
26-02-2022,4.385964912280701
27-02-2022,4.385964912280701
28-02-2022,6.140350877192982
01-03-2022,7.017543859649122
02-03-2022,6.140350877192982
03-03-2022,5.263157894736842
04-03-2022,5.263157894736842
05-03-2022,5.263157894736842
06-03-2022,5.263157894736842
07-03-2022,5.263157894736842
08-03-2022,5.263157894736842
09-03-2022,5.263157894736842
10-03-2022,6.140350877192982
11-03-2022,5.263157894736842
12-03-2022,4.385964912280701
13-03-2022,5.263157894736842
14-03-2022,5.263157894736842
15-03-2022,5.217391304347826
16-03-2022,6.956521739130435
17-03-2022,5.172413793103448
18-03-2022,6.896551724137931
19-03-2022,8.620689655172415
20-03-2022,6.0344827586206895
21-03-2022,7.758620689655173
22-03-2022,7.758620689655173
23-03-2022,9.482758620689655
24-03-2022,12.068965517241379
25-03-2022,12.068965517241379
26-03-2022,12.931034482758621
27-03-2022,16.379310344827587
28-03-2022,15.517241379310345
29-03-2022,15.517241379310345
30-03-2022,17.24137931034483
31-03-2022,16.379310344827587
01-04-2022,18.103448275862068
02-04-2022,15.517241379310345
03-04-2022,19.82758620689655
04-04-2022,15.517241379310345
05-04-2022,13.793103448275861
06-04-2022,12.068965517241379
07-04-2022,12.068965517241379
08-04-2022,10.256410256410255
09-04-2022,11.11111111111111
10-04-2022,11.11111111111111
11-04-2022,5.128205128205128
12-04-2022,5.982905982905983
13-04-2022,5.982905982905983
14-04-2022,5.128205128205128
15-04-2022,5.128205128205128
16-04-2022,5.128205128205128
17-04-2022,5.982905982905983
18-04-2022,8.547008547008547
19-04-2022,9.401709401709402
20-04-2022,10.16949152542373
21-04-2022,9.322033898305085
22-04-2022,8.47457627118644
23-04-2022,9.322033898305085
24-04-2022,8.47457627118644
25-04-2022,8.47457627118644
26-04-2022,5.932203389830509
27-04-2022,5.932203389830509
28-04-2022,5.084745762711865
29-04-2022,5.042016806722689
30-04-2022,1.680672268907563
01-05-2022,1.680672268907563
02-05-2022,1.680672268907563
03-05-2022,1.680672268907563
04-05-2022,5.042016806722689
05-05-2022,1.680672268907563
06-05-2022,2.5210084033613445
07-05-2022,2.5210084033613445
08-05-2022,2.5210084033613445
09-05-2022,0.8403361344537815
10-05-2022,0.8403361344537815
11-05-2022,0.0
12-05-2022,0.0
13-05-2022,0.0
14-05-2022,0.0
15-05-2022,0.0
16-05-2022,0.0
17-05-2022,0.8403361344537815
18-05-2022,0.8403361344537815
19-05-2022,0.8403361344537815
20-05-2022,0.8403361344537815
21-05-2022,0.8403361344537815
22-05-2022,1.680672268907563
23-05-2022,0.8403361344537815
24-05-2022,1.680672268907563
25-05-2022,1.680672268907563
26-05-2022,0.8403361344537815
27-05-2022,0.8403361344537815
28-05-2022,0.8403361344537815
29-05-2022,0.8403361344537815
30-05-2022,1.680672268907563
31-05-2022,1.680672268907563
01-06-2022,0.8333333333333334
02-06-2022,0.8333333333333334
03-06-2022,0.8333333333333334
04-06-2022,0.8333333333333334
05-06-2022,0.8333333333333334
06-06-2022,0.8333333333333334
07-06-2022,2.5
08-06-2022,1.6666666666666667
09-06-2022,1.6666666666666667
10-06-2022,1.6666666666666667
11-06-2022,0.0
12-06-2022,0.0
13-06-2022,0.0
14-06-2022,0.0
15-06-2022,0.0
16-06-2022,0.0
17-06-2022,0.0
18-06-2022,0.0
19-06-2022,0.0
20-06-2022,0.0
21-06-2022,0.0
22-06-2022,0.0
23-06-2022,0.0
24-06-2022,0.0
25-06-2022,0.0
26-06-2022,0.0
27-06-2022,0.0
28-06-2022,0.0
29-06-2022,0.0
30-06-2022,0.0
01-07-2022,0.0
02-07-2022,0.0
03-07-2022,0.0
04-07-2022,0.0
05-07-2022,0.0
06-07-2022,0.0
07-07-2022,0.0
08-07-2022,0.0
09-07-2022,0.0
10-07-2022,0.0
11-07-2022,0.0
12-07-2022,0.0
13-07-2022,0.0
14-07-2022,0.0
15-07-2022,0.0
16-07-2022,0.0
17-07-2022,0.0
18-07-2022,0.0
19-07-2022,0.0
20-07-2022,0.0
21-07-2022,0.0
22-07-2022,0.0
23-07-2022,0.0
24-07-2022,0.0
25-07-2022,0.0
26-07-2022,0.0
27-07-2022,0.0
28-07-2022,0.8333333333333334
29-07-2022,1.6666666666666667
30-07-2022,2.5
31-07-2022,0.8333333333333334
01-08-2022,0.8333333333333334
02-08-2022,0.8333333333333334
03-08-2022,0.8333333333333334
04-08-2022,0.8333333333333334
05-08-2022,2.5
06-08-2022,2.5
07-08-2022,1.6666666666666667
08-08-2022,1.6666666666666667
09-08-2022,1.6666666666666667
10-08-2022,2.5
11-08-2022,2.5
12-08-2022,2.5
13-08-2022,2.5
14-08-2022,2.5
15-08-2022,2.5
16-08-2022,2.5
17-08-2022,2.479338842975207
18-08-2022,2.479338842975207
19-08-2022,1.6528925619834711
20-08-2022,1.6528925619834711
21-08-2022,1.6528925619834711
22-08-2022,1.6528925619834711
23-08-2022,2.479338842975207
24-08-2022,2.479338842975207
25-08-2022,2.459016393442623
26-08-2022,0.819672131147541
27-08-2022,1.639344262295082
28-08-2022,0.819672131147541
29-08-2022,1.639344262295082
30-08-2022,0.819672131147541
31-08-2022,0.819672131147541
01-09-2022,0.819672131147541
02-09-2022,0.819672131147541
03-09-2022,0.819672131147541
04-09-2022,0.819672131147541
05-09-2022,1.639344262295082
06-09-2022,0.0
07-09-2022,0.8130081300813009
08-09-2022,0.8130081300813009
09-09-2022,1.6129032258064515
10-09-2022,2.4
11-09-2022,1.6
12-09-2022,2.4
13-09-2022,0.8
14-09-2022,1.6
15-09-2022,0.8
16-09-2022,0.0
17-09-2022,0.8
18-09-2022,0.8
19-09-2022,0.8
20-09-2022,0.8
21-09-2022,0.0
22-09-2022,0.7936507936507936
23-09-2022,0.7936507936507936
24-09-2022,0.7936507936507936
25-09-2022,0.7936507936507936
26-09-2022,0.7936507936507936
27-09-2022,0.7936507936507936
28-09-2022,0.7936507936507936
29-09-2022,0.7936507936507936
30-09-2022,0.7874015748031495
01-10-2022,0.7874015748031495
02-10-2022,0.0
03-10-2022,0.0
04-10-2022,0.0
05-10-2022,0.0
06-10-2022,0.0
07-10-2022,0.0
08-10-2022,0.0
09-10-2022,0.0
10-10-2022,0.0
11-10-2022,0.0
12-10-2022,0.0
13-10-2022,0.0
14-10-2022,0.0
15-10-2022,0.0
16-10-2022,0.0
17-10-2022,0.0
18-10-2022,0.0
19-10-2022,0.0
20-10-2022,0.0
21-10-2022,0.0
22-10-2022,0.0
23-10-2022,0.0
24-10-2022,0.0
25-10-2022,0.0
26-10-2022,0.0
27-10-2022,0.0
28-10-2022,0.0
29-10-2022,0.7751937984496124
30-10-2022,0.7751937984496124
31-10-2022,1.550387596899225
01-11-2022,1.550387596899225
02-11-2022,1.550387596899225
03-11-2022,2.3255813953488373
04-11-2022,2.3255813953488373
05-11-2022,1.550387596899225
06-11-2022,1.550387596899225
07-11-2022,0.7751937984496124
08-11-2022,0.0
09-11-2022,0.0
10-11-2022,0.7751937984496124
11-11-2022,0.7751937984496124
12-11-2022,0.7751937984496124
13-11-2022,0.0
14-11-2022,0.0
15-11-2022,0.7751937984496124
16-11-2022,0.7751937984496124
17-11-2022,0.7751937984496124
18-11-2022,1.550387596899225
19-11-2022,0.7751937984496124
20-11-2022,0.0
21-11-2022,0.0
22-11-2022,0.0
23-11-2022,0.0
24-11-2022,0.0
25-11-2022,0.0
26-11-2022,0.0
27-11-2022,0.0
28-11-2022,0.0
29-11-2022,0.0
30-11-2022,0.7751937984496124
01-12-2022,0.0
02-12-2022,0.0
03-12-2022,0.0
04-12-2022,0.0
05-12-2022,0.0
06-12-2022,0.0
07-12-2022,0.0
08-12-2022,0.0
09-12-2022,0.0
10-12-2022,0.0
11-12-2022,0.0
12-12-2022,0.0
13-12-2022,0.0
14-12-2022,0.0
15-12-2022,0.0
16-12-2022,0.0
17-12-2022,0.0
18-12-2022,0.0
19-12-2022,0.0
20-12-2022,0.0
21-12-2022,0.0
22-12-2022,0.0
23-12-2022,0.0
24-12-2022,0.0
25-12-2022,0.0
26-12-2022,0.0
27-12-2022,0.0
28-12-2022,0.0
29-12-2022,0.0
30-12-2022,0.0
31-12-2022,0.0
01-01-2023,0.0
02-01-2023,0.0
03-01-2023,0.0
04-01-2023,0.0
05-01-2023,0.0
06-01-2023,0.0
07-01-2023,0.0
08-01-2023,0.7751937984496124
09-01-2023,1.550387596899225
10-01-2023,1.550387596899225
11-01-2023,2.3255813953488373
12-01-2023,2.3255813953488373
13-01-2023,3.10077519379845
14-01-2023,3.10077519379845
15-01-2023,2.3255813953488373
16-01-2023,3.10077519379845
17-01-2023,2.307692307692308
18-01-2023,2.307692307692308
19-01-2023,2.307692307692308
20-01-2023,3.816793893129771
21-01-2023,4.580152671755725
22-01-2023,4.580152671755725
23-01-2023,5.303030303030303
24-01-2023,4.545454545454546
25-01-2023,5.263157894736842
26-01-2023,6.015037593984962
27-01-2023,6.015037593984962
28-01-2023,5.263157894736842
29-01-2023,6.7669172932330826
30-01-2023,5.263157894736842
31-01-2023,8.270676691729323
01-02-2023,9.701492537313433
02-02-2023,10.44776119402985
03-02-2023,12.686567164179104
04-02-2023,12.686567164179104
05-02-2023,10.44776119402985
06-02-2023,8.148148148148149
07-02-2023,16.176470588235293
08-02-2023,13.23529411764706
09-02-2023,3.6764705882352944
10-02-2023,3.6764705882352944
11-02-2023,8.088235294117647
12-02-2023,8.088235294117647
13-02-2023,5.147058823529411
14-02-2023,10.218978102189782
15-02-2023,15.328467153284672
16-02-2023,9.420289855072465
17-02-2023,14.388489208633093
18-02-2023,15.827338129496402
19-02-2023,17.985611510791365
20-02-2023,25.0
21-02-2023,20.56737588652482
22-02-2023,19.718309859154928
23-02-2023,20.422535211267608
24-02-2023,13.986013986013987
25-02-2023,13.286713286713287
26-02-2023,16.083916083916083
27-02-2023,15.384615384615385
28-02-2023,13.194444444444445
01-03-2023,17.24137931034483
02-03-2023,12.413793103448276
03-03-2023,9.655172413793103
04-03-2023,8.275862068965518
05-03-2023,8.275862068965518
06-03-2023,8.21917808219178
07-03-2023,6.122448979591836
08-03-2023,4.761904761904762
09-03-2023,1.3605442176870748
10-03-2023,0.6756756756756757
11-03-2023,0.6756756756756757
12-03-2023,4.054054054054054
13-03-2023,7.4324324324324325
14-03-2023,10.81081081081081
15-03-2023,5.405405405405405
16-03-2023,8.108108108108109
17-03-2023,15.54054054054054
18-03-2023,11.486486486486488
19-03-2023,16.89189189189189
20-03-2023,12.162162162162163
21-03-2023,14.18918918918919
22-03-2023,11.486486486486488
23-03-2023,13.333333333333334
24-03-2023,11.920529801324504
25-03-2023,11.258278145695364
26-03-2023,12.582781456953644
27-03-2023,9.271523178807946
28-03-2023,11.920529801324504
29-03-2023,15.131578947368421
30-03-2023,13.636363636363635
31-03-2023,15.584415584415584
01-04-2023,16.129032258064516
02-04-2023,16.129032258064516
03-04-2023,16.7741935483871
04-04-2023,19.35483870967742
05-04-2023,19.230769230769234
06-04-2023,19.10828025477707
07-04-2023,19.10828025477707
08-04-2023,19.745222929936308
09-04-2023,21.656050955414013
10-04-2023,24.203821656050955
11-04-2023,24.203821656050955
12-04-2023,22.929936305732486
13-04-2023,25.949367088607595
14-04-2023,29.746835443037973
15-04-2023,30.37974683544304
16-04-2023,33.54430379746836
17-04-2023,31.0126582278481
18-04-2023,34.810126582278485
19-04-2023,24.050632911392405
20-04-2023,22.151898734177212
21-04-2023,15.18987341772152
22-04-2023,21.518987341772153
23-04-2023,18.9873417721519
24-04-2023,17.72151898734177
25-04-2023,21.518987341772153
26-04-2023,19.62025316455696
27-04-2023,22.78481012658228
28-04-2023,20.125786163522015
29-04-2023,23.270440251572328
30-04-2023,20.625
01-05-2023,17.5
02-05-2023,17.5
03-05-2023,21.73913043478261
04-05-2023,19.25465838509317
05-05-2023,22.22222222222222
06-05-2023,18.404907975460123
07-05-2023,17.791411042944784
08-05-2023,12.269938650306749
09-05-2023,12.269938650306749
10-05-2023,13.414634146341465
11-05-2023,10.975609756097562
12-05-2023,11.585365853658537
13-05-2023,11.585365853658537
14-05-2023,12.195121951219512
15-05-2023,12.195121951219512
16-05-2023,12.804878048780488
17-05-2023,14.02439024390244
18-05-2023,13.414634146341465
19-05-2023,13.414634146341465
20-05-2023,13.414634146341465
21-05-2023,12.804878048780488
22-05-2023,14.634146341463413
23-05-2023,14.634146341463413
24-05-2023,13.333333333333334
25-05-2023,12.727272727272727
26-05-2023,12.727272727272727
27-05-2023,13.939393939393941
28-05-2023,16.363636363636363
29-05-2023,15.757575757575756
30-05-2023,16.363636363636363
31-05-2023,12.727272727272727
01-06-2023,12.727272727272727
02-06-2023,14.457831325301203
03-06-2023,15.66265060240964
04-06-2023,16.867469879518072
05-06-2023,10.843373493975903
06-06-2023,12.650602409638553
07-06-2023,10.240963855421686
08-06-2023,10.240963855421686
09-06-2023,9.63855421686747
10-06-2023,4.819277108433735
11-06-2023,4.819277108433735
12-06-2023,5.421686746987952
13-06-2023,5.421686746987952
14-06-2023,6.024096385542169
15-06-2023,5.421686746987952
16-06-2023,5.421686746987952
17-06-2023,6.024096385542169
18-06-2023,6.024096385542169
19-06-2023,6.626506024096386
20-06-2023,7.228915662650602
21-06-2023,9.63855421686747
22-06-2023,9.580838323353294
23-06-2023,11.377245508982035
24-06-2023,10.778443113772456
25-06-2023,12.574850299401197
26-06-2023,9.580838323353294
27-06-2023,11.976047904191617
28-06-2023,8.383233532934131
29-06-2023,10.119047619047619
30-06-2023,12.5
01-07-2023,14.285714285714285
02-07-2023,14.880952380952381
03-07-2023,14.880952380952381
04-07-2023,14.880952380952381
05-07-2023,12.42603550295858
06-07-2023,11.242603550295858
07-07-2023,12.42603550295858
08-07-2023,12.42603550295858
09-07-2023,12.42603550295858
10-07-2023,12.42603550295858
11-07-2023,11.834319526627219
12-07-2023,11.834319526627219
13-07-2023,16.56804733727811
14-07-2023,15.976331360946746
15-07-2023,15.384615384615385
16-07-2023,13.609467455621301
17-07-2023,15.384615384615385
18-07-2023,13.609467455621301
19-07-2023,14.201183431952662
20-07-2023,14.201183431952662
21-07-2023,15.976331360946746
22-07-2023,14.201183431952662
23-07-2023,16.56804733727811
24-07-2023,12.352941176470589
25-07-2023,12.941176470588237
26-07-2023,13.529411764705882
27-07-2023,12.941176470588237
28-07-2023,13.372093023255813
29-07-2023,13.872832369942195
30-07-2023,14.450867052023122
31-07-2023,14.450867052023122
01-08-2023,15.606936416184972
02-08-2023,12.716763005780345
03-08-2023,12.138728323699421
04-08-2023,11.560693641618498
05-08-2023,12.068965517241379
06-08-2023,12.068965517241379
07-08-2023,12.068965517241379
08-08-2023,13.714285714285715
09-08-2023,14.285714285714285
10-08-2023,14.204545454545455
11-08-2023,15.254237288135593
12-08-2023,15.819209039548024
13-08-2023,15.254237288135593
14-08-2023,17.51412429378531
15-08-2023,13.559322033898304
16-08-2023,11.864406779661017
17-08-2023,7.303370786516854
18-08-2023,8.426966292134832
19-08-2023,8.426966292134832
20-08-2023,8.426966292134832
21-08-2023,7.82122905027933
22-08-2023,8.379888268156424
23-08-2023,9.497206703910614
24-08-2023,10.614525139664805
25-08-2023,9.497206703910614
26-08-2023,9.497206703910614
27-08-2023,9.497206703910614
28-08-2023,8.938547486033519
29-08-2023,10.05586592178771
30-08-2023,10.05586592178771
31-08-2023,9.497206703910614
01-09-2023,9.497206703910614
02-09-2023,10.05586592178771
03-09-2023,10.05586592178771
04-09-2023,10.05586592178771
05-09-2023,10.614525139664805
06-09-2023,10.614525139664805
07-09-2023,10.614525139664805
08-09-2023,10.614525139664805
09-09-2023,10.05586592178771
10-09-2023,10.05586592178771
11-09-2023,8.379888268156424
12-09-2023,8.938547486033519
13-09-2023,8.379888268156424
14-09-2023,10.614525139664805
15-09-2023,11.1731843575419
16-09-2023,10.555555555555555
17-09-2023,9.444444444444445
18-09-2023,10.555555555555555
19-09-2023,11.049723756906078
20-09-2023,11.049723756906078
21-09-2023,9.94475138121547
22-09-2023,10.497237569060774
23-09-2023,11.049723756906078
24-09-2023,9.392265193370166
25-09-2023,10.497237569060774
26-09-2023,11.049723756906078
27-09-2023,11.049723756906078
28-09-2023,12.087912087912088
29-09-2023,12.087912087912088
30-09-2023,13.186813186813188
01-10-2023,13.736263736263737
02-10-2023,13.736263736263737
03-10-2023,12.087912087912088
04-10-2023,11.538461538461538
05-10-2023,11.538461538461538
06-10-2023,11.538461538461538
07-10-2023,12.637362637362637
08-10-2023,12.087912087912088
09-10-2023,10.989010989010989
10-10-2023,10.43956043956044
11-10-2023,10.382513661202186
12-10-2023,10.326086956521738
13-10-2023,10.326086956521738
14-10-2023,10.326086956521738
15-10-2023,10.81081081081081
16-10-2023,11.351351351351353
17-10-2023,10.75268817204301
18-10-2023,10.695187165775401
19-10-2023,10.16042780748663
20-10-2023,10.638297872340425
21-10-2023,10.582010582010582
22-10-2023,12.16931216931217
23-10-2023,14.285714285714285
24-10-2023,14.814814814814813
25-10-2023,18.32460732984293
26-10-2023,16.230366492146597
27-10-2023,17.708333333333336
28-10-2023,19.270833333333336
29-10-2023,20.833333333333336
30-10-2023,20.3125
31-10-2023,18.65284974093264
01-11-2023,22.797927461139896
02-11-2023,21.649484536082475
03-11-2023,23.85786802030457
04-11-2023,25.380710659898476
05-11-2023,26.903553299492383
06-11-2023,32.99492385786802
07-11-2023,29.797979797979796
08-11-2023,33.165829145728644
09-11-2023,30.0
10-11-2023,36.318407960199
11-11-2023,41.29353233830846
12-11-2023,42.28855721393035
13-11-2023,32.83582089552239
14-11-2023,30.693069306930692
15-11-2023,38.11881188118812
16-11-2023,34.15841584158416
17-11-2023,34.80392156862745
18-11-2023,32.84313725490196
19-11-2023,35.78431372549019
20-11-2023,35.78431372549019
21-11-2023,25.0
22-11-2023,30.582524271844658
23-11-2023,32.5242718446602
24-11-2023,34.95145631067961
25-11-2023,40.29126213592233
26-11-2023,38.164251207729464
27-11-2023,34.44976076555024
28-11-2023,36.19047619047619
29-11-2023,35.23809523809524
30-11-2023,35.714285714285715
01-12-2023,37.61904761904762
02-12-2023,40.0
03-12-2023,39.523809523809526
04-12-2023,43.333333333333336
